,pais_origem,pais_visitado,dist_origem,dist_paisvist,k6_returner,k6_explorer,k6_root_cat,k6_sub_cat,k10_returner,k10_explorer,k10_root_cat,k10_sub_cat,all_sub_cat,all_root_cat
67569757_FROM_GB_IN_TR,GB,TR,2.943877998,2.0643341378,1,0,"Residence,College & University,Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Arts & Entertainment","Home (private),College Administrative Building,Gym / Fitness Center,Plaza,Hotel,Bowling Alley",1,0,"Residence,College & University,Outdoors & Recreation,Outdoors & Recreation,Travel & Transport,Arts & Entertainment,Residence,Food,Arts & Entertainment,College & University","Home (private),College Administrative Building,Gym / Fitness Center,Plaza,Hotel,Bowling Alley,Residential Building (Apartment / Condo),Fast Food Restaurant,Movie Theater,Student Center","Home (private),College Administrative Building,Gym / Fitness Center,Plaza,Hotel,Bowling Alley,Residential Building (Apartment / Condo),Fast Food Restaurant,Movie Theater,Student Center,Mall,Bus Stop,Garden,French Restaurant,Airport,Platform,Toy / Game Store,Fried Chicken Joint,Emergency Room,Indian Restaurant,Supermarket,Train Station,Park,Bridge,Bank,Convenience Store,Turkish Restaurant,College Academic Building,Bed & Breakfast,Market,General Entertainment,Pub,Middle Eastern Restaurant,Cafeteria,Library,Tapas Restaurant,Conference Room","Residence,College & University,Outdoors & Recreation,Travel & Transport,Arts & Entertainment,Food,Shop & Service,Professional & Other Places,Nightlife Spot"
32004757_FROM_MX_IN_GB,MX,GB,2.1209702409,1.4956261577,0,0,"Travel & Transport,Residence,Arts & Entertainment,Nightlife Spot,Food,Outdoors & Recreation","Hotel,Home (private),Rock Club,Bar,Turkish Restaurant,County",0,0,"Travel & Transport,Residence,Arts & Entertainment,Nightlife Spot,Food,Outdoors & Recreation,Shop & Service,Outdoors & Recreation,Nightlife Spot,Nightlife Spot","Hotel,Home (private),Rock Club,Bar,Turkish Restaurant,County,Mall,Neighborhood,Beach Bar,Nightclub","Airport,Restaurant,Mall,Casino","Travel & Transport,Food,Shop & Service,Arts & Entertainment"
32004757_FROM_MX_IN_US,MX,US,2.1209702409,1.9803550206,0,0,"Travel & Transport,Residence,Arts & Entertainment,Nightlife Spot,Food,Outdoors & Recreation","Hotel,Home (private),Rock Club,Bar,Turkish Restaurant,County",0,0,"Travel & Transport,Residence,Arts & Entertainment,Nightlife Spot,Food,Outdoors & Recreation,Shop & Service,Outdoors & Recreation,Nightlife Spot,Nightlife Spot","Hotel,Home (private),Rock Club,Bar,Turkish Restaurant,County,Mall,Neighborhood,Beach Bar,Nightclub","Airport,Restaurant,Mall,Casino","Travel & Transport,Food,Shop & Service,Arts & Entertainment"
47872295_FROM_MX_IN_GB,MX,GB,1.9592114922,1.5483719899,0,1,"Residence,Food,Professional & Other Places,Outdoors & Recreation,Arts & Entertainment,Food","Housing Development,Coffee Shop,Office,Gym,Multiplex,Burger Joint",1,0,"Residence,Food,Professional & Other Places,Outdoors & Recreation,Arts & Entertainment,Food,Travel & Transport,Food,Food,Food","Housing Development,Coffee Shop,Office,Gym,Multiplex,Burger Joint,Airport,Mexican Restaurant,Italian Restaurant,Mexican Restaurant","Housing Development,Coffee Shop,Office,Gym,Multiplex,Burger Joint,Airport,Mexican Restaurant,Italian Restaurant,Airport Terminal,Park,Taco Place,Hotel,Wings Joint,Building,Pizza Place,Church,General Entertainment,Laboratory,Beer Garden,Forest,Doctor's Office,Asian Restaurant,Café,Concert Hall,Mall,American Restaurant,Plaza,Road,Sandwich Place,Airport Gate,New American Restaurant,Miscellaneous Shop,Department Store,City,Shoe Store,Casino","Residence,Food,Professional & Other Places,Outdoors & Recreation,Arts & Entertainment,Travel & Transport,Nightlife Spot,Shop & Service"
21526351_FROM_US_IN_ID,US,ID,1.6839047194,2.8773810904,1,0,"Travel & Transport,Arts & Entertainment,Nightlife Spot,Food,Food,Food","Airport,Casino,Bar,Thai Restaurant,Seafood Restaurant,Steakhouse",1,0,"Travel & Transport,Arts & Entertainment,Nightlife Spot,Food,Food,Food,Food,Professional & Other Places,Outdoors & Recreation,Arts & Entertainment","Airport,Casino,Bar,Thai Restaurant,Seafood Restaurant,Steakhouse,American Restaurant,Winery,Pool,Baseball Stadium","Airport,Casino,Bar,Thai Restaurant,Seafood Restaurant,Steakhouse,American Restaurant,Winery,Pool,Baseball Stadium,Vineyard,Coffee Shop","Travel & Transport,Arts & Entertainment,Nightlife Spot,Food,Professional & Other Places,Outdoors & Recreation"
31734627_FROM_TR_IN_GB,TR,GB,1.4974081381,1.7664008711,1,0,"Outdoors & Recreation,Food,Professional & Other Places,Food,Food,Outdoors & Recreation","County,Restaurant,Winery,Seafood Restaurant,Café,Other Great Outdoors",1,0,"Outdoors & Recreation,Food,Professional & Other Places,Food,Food,Outdoors & Recreation,Travel & Transport,Arts & Entertainment,Outdoors & Recreation,Arts & Entertainment","County,Restaurant,Winery,Seafood Restaurant,Café,Other Great Outdoors,Boat or Ferry,History Museum,Lake,Historic Site","County,Restaurant,Winery,Seafood Restaurant,Café,Other Great Outdoors,Boat or Ferry,History Museum,Lake,Historic Site,Art Gallery,Park,Airport Terminal,Scenic Lookout,Mall,Church,Hotel,Farm,General Travel,Housing Development,Turkish Restaurant,Soup Place,Miscellaneous Shop,Castle,City,Office","Outdoors & Recreation,Food,Professional & Other Places,Travel & Transport,Arts & Entertainment,Shop & Service,Residence"
16071014_FROM_US_IN_JP,US,JP,1.9508499528,0.3950404634,1,0,"Travel & Transport,Travel & Transport,Professional & Other Places,Shop & Service,Food,Food","Airport,Airport,Event Space,Mall,Fast Food Restaurant,Japanese Restaurant",1,0,"Travel & Transport,Travel & Transport,Professional & Other Places,Shop & Service,Food,Food,Shop & Service,Travel & Transport,Professional & Other Places,College & University","Airport,Airport,Event Space,Mall,Fast Food Restaurant,Japanese Restaurant,Electronics Store,Hotel,Event Space,University","Airport,Event Space,Mall,Fast Food Restaurant,Japanese Restaurant,Electronics Store,Hotel,University,Clothing Store,Mediterranean Restaurant","Travel & Transport,Professional & Other Places,Shop & Service,Food,College & University"
3414964_FROM_MY_IN_GB,MY,GB,1.8143543422,1.4913696005,1,0,"Arts & Entertainment,Travel & Transport,Shop & Service,Residence,Travel & Transport,Food","Performing Arts Venue,Airport,Mall,Home (private),Airport Terminal,Malaysian Restaurant",1,0,"Arts & Entertainment,Travel & Transport,Shop & Service,Residence,Travel & Transport,Food,Travel & Transport,Residence,Shop & Service,Professional & Other Places","Performing Arts Venue,Airport,Mall,Home (private),Airport Terminal,Malaysian Restaurant,Travel Lounge,Residential Building (Apartment / Condo),Flea Market,Office","Performing Arts Venue,Airport,Mall,Home (private),Airport Terminal,Malaysian Restaurant,Travel Lounge,Residential Building (Apartment / Condo),Flea Market,Office,Train Station,Asian Restaurant,General Travel,Mosque,Rest Area,Multiplex","Arts & Entertainment,Travel & Transport,Shop & Service,Residence,Food,Professional & Other Places"
7235625_FROM_TR_IN_GB,TR,GB,1.7421229044,2.4732913418,1,0,"Travel & Transport,Professional & Other Places,Travel & Transport,Professional & Other Places,Outdoors & Recreation,Food","Airport,Office,Hotel,Hospital,Other Great Outdoors,Dessert Shop",1,0,"Travel & Transport,Professional & Other Places,Travel & Transport,Professional & Other Places,Outdoors & Recreation,Food,Travel & Transport,Outdoors & Recreation,Food,Food","Airport,Office,Hotel,Hospital,Other Great Outdoors,Dessert Shop,Airport Lounge,Other Great Outdoors,Seafood Restaurant,Bakery","Airport,Office,Hotel,Hospital,Other Great Outdoors,Dessert Shop,Airport Lounge,Seafood Restaurant,Bakery,Turkish Restaurant,Restaurant","Travel & Transport,Professional & Other Places,Outdoors & Recreation,Food"
30160913_FROM_MX_IN_US,MX,US,2.0063755721,2.3092014594,0,0,"Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Food","Train Station,Train Station,Airport,Train Station,Airport Terminal,Café",0,0,"Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Food,Travel & Transport,Shop & Service,Travel & Transport,Travel & Transport","Train Station,Train Station,Airport,Train Station,Airport Terminal,Café,Subway,Car Dealership,Train Station,Train Station","Gym,Airport,Italian Restaurant,Bar","Outdoors & Recreation,Travel & Transport,Food,Nightlife Spot"
54085833_FROM_MX_IN_US,MX,US,1.819511762,1.9859002536,0,1,"College & University,College & University,College & University,Food,College & University,Shop & Service","College Technology Building,University,College Quad,Restaurant,College Administrative Building,Convenience Store",0,1,"College & University,College & University,College & University,Food,College & University,Shop & Service,Shop & Service,Event,Food,Food","College Technology Building,University,College Quad,Restaurant,College Administrative Building,Convenience Store,Bank,Music Festival,Café,Café","College Technology Building,University,College Quad,Restaurant,College Administrative Building,Convenience Store,Bank,Music Festival,Café,Hotel,Funeral Home,Historic Site,Mall,Airport Lounge,Mexican Restaurant,Supermarket,Salon / Barbershop,Taco Place,Latin American Restaurant,Mental Health Office,Wings Joint,Airport,Hardware Store,Music Venue,Neighborhood,Burger Joint,Pet Store,Art Gallery,Drugstore / Pharmacy,Factory,Athletics & Sports,Coffee Shop,Department Store,Mobile Phone Shop,Art Museum,Plaza,Record Shop,Embassy / Consulate,Monument / Landmark,Airport Gate,Sporting Goods Shop","College & University,Food,Shop & Service,Event,Travel & Transport,Professional & Other Places,Arts & Entertainment,Outdoors & Recreation"
8896608_FROM_MX_IN_GB,MX,GB,1.8724495658,1.9901380137,1,0,"Outdoors & Recreation,Food,Food,Food,Outdoors & Recreation,Travel & Transport","Beach,Restaurant,Seafood Restaurant,Taco Place,Surf Spot,Airport Terminal",1,0,"Outdoors & Recreation,Food,Food,Food,Outdoors & Recreation,Travel & Transport,Food,Food,Nightlife Spot,Food","Beach,Restaurant,Seafood Restaurant,Taco Place,Surf Spot,Airport Terminal,Restaurant,Mexican Restaurant,Cocktail Bar,Italian Restaurant","Beach,Restaurant,Seafood Restaurant,Taco Place,Surf Spot,Airport Terminal,Mexican Restaurant,Cocktail Bar,Italian Restaurant,Nightclub,Building,Diner","Outdoors & Recreation,Food,Travel & Transport,Nightlife Spot,Professional & Other Places"
66546076_FROM_MX_IN_US,MX,US,1.9266653387,2.2428255672,1,0,"Outdoors & Recreation,Travel & Transport,Food,Food,Food,Shop & Service","Gym / Fitness Center,Airport,Salad Place,Breakfast Spot,Restaurant,Salon / Barbershop",1,0,"Outdoors & Recreation,Travel & Transport,Food,Food,Food,Shop & Service,Food,Food,Food,Food","Gym / Fitness Center,Airport,Salad Place,Breakfast Spot,Restaurant,Salon / Barbershop,Wings Joint,Restaurant,Seafood Restaurant,Mexican Restaurant","Gym / Fitness Center,Airport,Salad Place,Breakfast Spot,Restaurant,Salon / Barbershop,Wings Joint,Seafood Restaurant,Mexican Restaurant,Building,Mall,Café,Movie Theater,Hospital,Pizza Place","Outdoors & Recreation,Travel & Transport,Food,Shop & Service,Professional & Other Places,Arts & Entertainment"
582181_FROM_MX_IN_US,MX,US,2.3689335995,1.487778041,1,0,"Travel & Transport,Outdoors & Recreation,Nightlife Spot,Shop & Service,Outdoors & Recreation,Outdoors & Recreation","Hotel,Surf Spot,Bar,Supermarket,Surf Spot,River",1,0,"Travel & Transport,Outdoors & Recreation,Nightlife Spot,Shop & Service,Outdoors & Recreation,Outdoors & Recreation,Shop & Service,Shop & Service,Food,Food","Hotel,Surf Spot,Bar,Supermarket,Surf Spot,River,Cosmetics Shop,Department Store,Pizza Place,Seafood Restaurant","Hotel,Surf Spot,Bar,Supermarket,River,Cosmetics Shop,Department Store,Pizza Place,Seafood Restaurant,Latin American Restaurant,Deli / Bodega,Historic Site,City,Airport,Café,Restaurant,French Restaurant,Beach,Mexican Restaurant,Cocktail Bar,Convenience Store","Travel & Transport,Outdoors & Recreation,Nightlife Spot,Shop & Service,Food,Arts & Entertainment"
4143206_FROM_MY_IN_GB,MY,GB,2.2796083336,1.989020701,1,0,"Outdoors & Recreation,Shop & Service,Arts & Entertainment,Outdoors & Recreation,Professional & Other Places,Food","Athletics & Sports,Mall,Multiplex,Athletics & Sports,Office,Asian Restaurant",1,0,"Outdoors & Recreation,Shop & Service,Arts & Entertainment,Outdoors & Recreation,Professional & Other Places,Food,Food,Professional & Other Places,Shop & Service,Shop & Service","Athletics & Sports,Mall,Multiplex,Athletics & Sports,Office,Asian Restaurant,Malaysian Restaurant,Office,Mall,Mall","Athletics & Sports,Mall,Multiplex,Office,Asian Restaurant,Malaysian Restaurant,Movie Theater,Middle Eastern Restaurant","Outdoors & Recreation,Shop & Service,Arts & Entertainment,Professional & Other Places,Food"
9412281_FROM_JP_IN_US,JP,US,1.3256972364,2.036800832,1,0,"Travel & Transport,Travel & Transport,Food,Arts & Entertainment,Travel & Transport,Food","Airport,Airport,Steakhouse,Baseball Stadium,Airport Lounge,Coffee Shop",1,0,"Travel & Transport,Travel & Transport,Food,Arts & Entertainment,Travel & Transport,Food,Travel & Transport,Food,Nightlife Spot,Travel & Transport","Airport,Airport,Steakhouse,Baseball Stadium,Airport Lounge,Coffee Shop,Hotel,Restaurant,Bar,Airport Terminal","Airport,Steakhouse,Baseball Stadium,Airport Lounge,Coffee Shop,Hotel,Restaurant,Bar,Airport Terminal,American Restaurant","Travel & Transport,Food,Arts & Entertainment,Nightlife Spot"
21231042_FROM_ID_IN_MY,ID,MY,2.067109206,1.7329003651,1,0,"Professional & Other Places,Travel & Transport,Shop & Service,Shop & Service,Arts & Entertainment,Travel & Transport","Church,Airport,Mall,Mall,Multiplex,Airport",1,0,"Professional & Other Places,Travel & Transport,Shop & Service,Shop & Service,Arts & Entertainment,Travel & Transport,Food,Food,Residence,Food","Church,Airport,Mall,Mall,Multiplex,Airport,Japanese Restaurant,Indonesian Restaurant,Home (private),Seafood Restaurant","Church,Airport,Mall,Multiplex,Japanese Restaurant,Indonesian Restaurant,Home (private),Seafood Restaurant","Professional & Other Places,Travel & Transport,Shop & Service,Arts & Entertainment,Food,Residence"
29019689_FROM_BR_IN_US,BR,US,2.5115860564,2.2735748757,0,1,"Residence,Professional & Other Places,Arts & Entertainment,Outdoors & Recreation,Residence,Arts & Entertainment","Home (private),High School,General Entertainment,Gym,Residential Building (Apartment / Condo),General Entertainment",1,0,"Residence,Professional & Other Places,Arts & Entertainment,Outdoors & Recreation,Residence,Arts & Entertainment,Travel & Transport,Food,Residence,Food","Home (private),High School,General Entertainment,Gym,Residential Building (Apartment / Condo),General Entertainment,Airport,Italian Restaurant,Residential Building (Apartment / Condo),Japanese Restaurant","Home (private),High School,General Entertainment,Gym,Residential Building (Apartment / Condo),Airport,Italian Restaurant,Japanese Restaurant,Building,Salon / Barbershop,Mall,Medical Center,Sushi Restaurant,Café,School,Event Space,Doctor's Office","Residence,Professional & Other Places,Arts & Entertainment,Outdoors & Recreation,Travel & Transport,Food,Shop & Service"
76617835_FROM_BR_IN_MX,BR,MX,2.0309312333,1.9244102106,0,1,"Food,Nightlife Spot,Residence,Food,Outdoors & Recreation,Event","Ice Cream Shop,Dive Bar,Housing Development,Diner,Gym,Music Festival",1,0,"Food,Nightlife Spot,Residence,Food,Outdoors & Recreation,Event,Travel & Transport,Food,Shop & Service,Arts & Entertainment","Ice Cream Shop,Dive Bar,Housing Development,Diner,Gym,Music Festival,Rest Area,Burger Joint,Flea Market,General Entertainment","Ice Cream Shop,Dive Bar,Housing Development,Diner,Gym,Music Festival,Rest Area,Burger Joint,Flea Market,General Entertainment,Vegetarian / Vegan Restaurant,Brazilian Restaurant,BBQ Joint,Pizza Place,History Museum,Deli / Bodega,Mall,Gym / Fitness Center,Car Dealership,Plaza,Convenience Store,University,Church,Dessert Shop,Hotel,Residential Building (Apartment / Condo),Market,Home (private),Airport,Clothing Store,Neighborhood,Office,Coffee Shop,Bus Station,Spa,Men's Store,Outdoor Sculpture,Sandwich Place,Bakery,Bank,Financial or Legal Service,Athletics & Sports,Breakfast Spot,Boutique,Conference,College Lab,Intersection,Factory,Stadium,Other Great Outdoors,Military Base,Hospital,Ramen / Noodle House,Road,School,Bed & Breakfast,Big Box Store,Tea Room,City,Arts & Crafts Store,Supermarket,Beach,Seafood Restaurant,Bowling Alley,Movie Theater,Salon / Barbershop,Bar,Airport Terminal,Café,Lounge,Northeastern Brazilian Restaurant,Gas Station / Garage,Theater,Restaurant,Drugstore / Pharmacy,Airport Gate,General Travel,Fast Food Restaurant,Soccer Field,Zoo,Chocolate Shop,Mediterranean Restaurant,General College & University,Credit Union,Dentist's Office,Building,Middle Eastern Restaurant,Festival","Food,Nightlife Spot,Residence,Outdoors & Recreation,Event,Travel & Transport,Shop & Service,Arts & Entertainment,College & University,Professional & Other Places"
76617835_FROM_BR_IN_MY,BR,MY,2.0309312333,1.9426708208,0,1,"Food,Nightlife Spot,Residence,Food,Outdoors & Recreation,Event","Ice Cream Shop,Dive Bar,Housing Development,Diner,Gym,Music Festival",1,0,"Food,Nightlife Spot,Residence,Food,Outdoors & Recreation,Event,Travel & Transport,Food,Shop & Service,Arts & Entertainment","Ice Cream Shop,Dive Bar,Housing Development,Diner,Gym,Music Festival,Rest Area,Burger Joint,Flea Market,General Entertainment","Ice Cream Shop,Dive Bar,Housing Development,Diner,Gym,Music Festival,Rest Area,Burger Joint,Flea Market,General Entertainment,Vegetarian / Vegan Restaurant,Brazilian Restaurant,BBQ Joint,Pizza Place,History Museum,Deli / Bodega,Mall,Gym / Fitness Center,Car Dealership,Plaza,Convenience Store,University,Church,Dessert Shop,Hotel,Residential Building (Apartment / Condo),Market,Home (private),Airport,Clothing Store,Neighborhood,Office,Coffee Shop,Bus Station,Spa,Men's Store,Outdoor Sculpture,Sandwich Place,Bakery,Bank,Financial or Legal Service,Athletics & Sports,Breakfast Spot,Boutique,Conference,College Lab,Intersection,Factory,Stadium,Other Great Outdoors,Military Base,Hospital,Ramen / Noodle House,Road,School,Bed & Breakfast,Big Box Store,Tea Room,City,Arts & Crafts Store,Supermarket,Beach,Seafood Restaurant,Bowling Alley,Movie Theater,Salon / Barbershop,Bar,Airport Terminal,Café,Lounge,Northeastern Brazilian Restaurant,Gas Station / Garage,Theater,Restaurant,Drugstore / Pharmacy,Airport Gate,General Travel,Fast Food Restaurant,Soccer Field,Zoo,Chocolate Shop,Mediterranean Restaurant,General College & University,Credit Union,Dentist's Office,Building,Middle Eastern Restaurant,Festival","Food,Nightlife Spot,Residence,Outdoors & Recreation,Event,Travel & Transport,Shop & Service,Arts & Entertainment,College & University,Professional & Other Places"
